lim_bal,sex,education,marital,age,pay_april,pay_mei,pay_juni,pay_juli,pay_agustus,pay_september,bill_amt_april,bill_amt_mei,bill_amt_juni,bill_amt_juli,bill_amt_agustus,bill_amt_september,pay_amt_april,pay_amt_mei,pay_amt_juni,pay_amt_juli,pay_amt_agustus,pay_amt_september,default_pay
210000.0,1,2,2,39.0,0.0,0.0,0.0,0.0,0.0,0.0,13750.0,43870.0,42605.0,40288.0,35911.0,33459.0,12000.0,1000.0,2000.0,3000.0,5000.0,3000.0,0
50000.0,1,2,2,27.0,0.0,0.0,0.0,0.0,0.0,0.0,39062.0,37616.0,36164.0,50297.0,48663.0,47452.0,2000.0,2000.0,2000.0,2000.0,2500.0,2000.0,1
80000.0,1,2,2,29.0,0.0,0.0,0.0,0.0,0.0,0.0,46998.0,45915.0,44792.0,44022.0,42938.0,41815.0,2500.0,2000.0,2000.0,1800.0,2100.0,2100.0,0
190000.0,1,2,2,41.0,0.0,0.0,0.0,0.0,0.0,0.0,39464.0,38237.0,37160.0,36064.0,34931.0,33798.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0
120000.0,1,2,2,30.0,0.0,0.0,0.0,0.0,0.0,0.0,41096.0,49327.0,52187.0,61181.0,70630.0,77413.0,1500.0,1500.0,2000.0,2000.0,3000.0,5000.0,0
150000.0,1,2,2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,47471.0,51005.0,56737.0,56523.0,61331.0,66662.0,2111.0,1655.0,2000.0,2406.0,2549.0,2116.0,0
140000.0,1,2,2,33.0,0.0,0.0,0.0,0.0,0.0,0.0,15161.0,18367.0,21629.0,25020.0,259478.0,279184.0,2000.0,2000.0,2000.0,2000.0,2000.0,7000.0,0
60000.0,1,2,2,53.0,0.0,0.0,0.0,0.0,0.0,0.0,29085.0,27579.0,27126.0,57432.0,57849.0,56765.0,2000.0,2000.0,2000.0,2000.0,4000.0,3000.0,0
80000.0,1,2,3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,50329.0,46473.0,72832.0,72408.0,76854.0,72185.0,2000.0,5000.0,2000.0,3500.0,4573.0,12660.0,0
160000.0,1,2,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,103176.0,101016.0,98768.0,97291.0,95274.0,93174.0,4000.0,4000.0,4000.0,4000.0,4500.0,4500.0,0
130000.0,1,2,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,61049.0,57992.0,56003.0,57122.0,63875.0,65599.0,5000.0,4000.0,4000.0,4000.0,3000.0,3000.0,0
240000.0,1,2,2,27.0,0.0,0.0,0.0,0.0,0.0,0.0,85363.0,87123.0,84832.0,82907.0,81446.0,81861.0,3000.0,3000.0,4000.0,4000.0,4000.0,15000.0,0
120000.0,1,2,2,38.0,0.0,0.0,0.0,0.0,0.0,0.0,83448.0,86954.0,84840.0,111003.0,117514.0,116399.0,82000.0,3000.0,3500.0,3000.0,5000.0,5000.0,1
210000.0,1,2,3,27.0,0.0,0.0,0.0,0.0,0.0,0.0,87296.0,86517.0,84365.0,84014.0,82679.0,81387.0,3373.0,3139.0,3500.0,3008.0,4000.0,3883.0,0
240000.0,1,2,1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,188496.0,183962.0,194800.0,205084.0,200899.0,199446.0,7000.0,8000.0,7000.0,7000.0,10006.0,7500.0,0
50000.0,1,2,1,41.0,0.0,0.0,0.0,0.0,0.0,0.0,20129.0,19373.0,48635.0,46836.0,45375.0,43607.0,3000.0,2000.0,1500.0,3000.0,2500.0,2500.0,0
30000.0,1,2,1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,28456.0,27953.0,27265.0,26558.0,30428.0,29723.0,1500.0,1500.0,1500.0,1500.0,2000.0,2000.0,0
50000.0,1,2,2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,14772.0,13512.0,12769.0,12762.0,11771.0,10834.0,3000.0,1500.0,1500.0,605.0,1500.0,1509.0,0
50000.0,1,2,2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,23873.0,22896.0,22067.0,21021.0,19690.0,18684.0,1000.0,1500.0,1500.0,1700.0,1654.0,1323.0,0
120000.0,1,2,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,26414.0,30311.0,36996.0,62511.0,73086.0,94166.0,10000.0,2000.0,3000.0,5000.0,2347.0,3500.0,0
290000.0,1,2,1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,77324.0,80299.0,82168.0,84836.0,99370.0,118801.0,2350.0,3199.0,3000.0,2818.0,3019.0,3530.0,0
180000.0,1,2,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,35223.0,33524.0,34337.0,36862.0,36877.0,37565.0,2003.0,3000.0,3000.0,3002.0,3007.0,3006.0,0
30000.0,1,2,1,48.0,0.0,0.0,0.0,0.0,0.0,0.0,27544.0,40188.0,25571.0,29846.0,28622.0,26393.0,2000.0,8150.0,3000.0,2000.0,3000.0,3006.0,1
200000.0,1,2,1,41.0,0.0,0.0,0.0,0.0,0.0,0.0,51756.0,50571.0,48692.0,46472.0,52442.0,51995.0,2000.0,2000.0,3000.0,3000.0,2000.0,4000.0,1
210000.0,1,2,2,31.0,0.0,0.0,0.0,0.0,0.0,0.0,80305.0,84175.0,88223.0,93208.0,127111.0,189650.0,3000.0,3100.0,3000.0,3100.0,4200.0,5000.0,0
50000.0,1,2,2,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48530.0,45919.0,43409.0,41588.0,40754.0,0.0,0.0,3000.0,3000.0,2000.0,2000.0,0
140000.0,1,2,2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,72592.0,77081.0,97298.0,101636.0,105697.0,103884.0,2300.0,3300.0,3000.0,3800.0,4000.0,4000.0,0
380000.0,1,2,2,34.0,0.0,0.0,0.0,0.0,0.0,0.0,169121.0,171253.0,174675.0,193992.0,179206.0,194314.0,4400.0,5000.0,6000.0,5000.0,35000.0,9010.0,0
70000.0,1,2,1,29.0,0.0,0.0,0.0,0.0,0.0,0.0,44804.0,43530.0,46988.0,66460.0,64645.0,68540.0,2000.0,2000.0,2500.0,2000.0,3000.0,3000.0,0
240000.0,1,2,2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,64634.0,128076.0,170318.0,181379.0,180787.0,179662.0,2600.0,2400.0,2500.0,8000.0,8000.0,7003.0,0
220000.0,1,2,1,34.0,0.0,0.0,0.0,0.0,0.0,0.0,130478.0,131319.0,132066.0,134420.0,137465.0,144544.0,10000.0,5000.0,5000.0,5000.0,4700.0,6500.0,0
210000.0,1,2,1,48.0,0.0,0.0,0.0,0.0,0.0,0.0,120885.0,111606.0,115854.0,163576.0,169351.0,186004.0,4100.0,105015.0,5000.0,4000.0,7000.0,8100.0,0
140000.0,1,2,2,27.0,0.0,0.0,0.0,0.0,0.0,0.0,58160.0,59089.0,61129.0,62503.0,68059.0,24050.0,2000.0,4000.0,5000.0,4000.0,3000.0,50000.0,0
140000.0,1,2,2,39.0,0.0,0.0,0.0,0.0,0.0,0.0,136919.0,133031.0,130129.0,134472.0,143816.0,139079.0,6000.0,6100.0,5000.0,4659.0,4800.0,7000.0,0
420000.0,1,2,2,44.0,0.0,0.0,0.0,0.0,0.0,0.0,20199.0,10245.0,13965.0,9180.0,13002.0,13620.0,10000.0,10000.0,5000.0,5000.0,5000.0,2000.0,0
280000.0,1,2,2,47.0,0.0,0.0,0.0,0.0,0.0,0.0,15311.0,20596.0,180598.0,186321.0,233992.0,229281.0,5000.0,5000.0,5000.0,9002.0,8003.0,20213.0,0
200000.0,1,2,2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,23367.0,25392.0,26609.0,35420.0,33877.0,27784.0,1000.0,5000.0,5000.0,2000.0,10000.0,10000.0,0
240000.0,1,2,1,34.0,0.0,0.0,0.0,0.0,0.0,0.0,138787.0,140860.0,136195.0,138006.0,133373.0,133272.0,4820.0,4974.0,10000.0,6000.0,9583.0,6000.0,0
140000.0,1,2,1,41.0,0.0,0.0,0.0,0.0,0.0,0.0,119194.0,113368.0,117188.0,103265.0,92682.0,82309.0,0.0,15000.0,10000.0,17188.0,13265.0,12682.0,0
420000.0,1,2,1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,38182.0,28465.0,22304.0,19304.0,55115.0,56068.0,20000.0,20000.0,10000.0,10000.0,10013.0,15005.0,0
260000.0,1,2,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,72248.0,84491.0,84986.0,90948.0,95060.0,106093.0,8000.0,9000.0,10000.0,9500.0,6500.0,4410.0,0
160000.0,1,2,2,37.0,0.0,0.0,0.0,0.0,0.0,0.0,111743.0,114022.0,116388.0,129619.0,133372.0,140266.0,4000.0,4500.0,4500.0,4156.0,5000.0,5019.0,0
160000.0,1,2,2,33.0,0.0,0.0,0.0,0.0,0.0,0.0,120418.0,118407.0,118418.0,71934.0,107808.0,130028.0,4500.0,4800.0,4500.0,80000.0,3547.0,4400.0,0
110000.0,1,2,2,29.0,0.0,0.0,0.0,0.0,0.0,0.0,111864.0,111703.0,111771.0,111954.0,109494.0,107221.0,5000.0,4200.0,4500.0,4164.0,4300.0,4000.0,0
30000.0,1,2,1,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,29400.0,38600.0,38099.0,46780.0,0.0,0.0,600.0,1188.0,1400.0,1899.0,0
20000.0,1,2,2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10346.0,10057.0,9769.0,8473.0,7252.0,6215.0,700.0,600.0,600.0,1600.0,1500.0,1300.0,1
50000.0,1,2,2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,17230.0,16989.0,16951.0,43344.0,42018.0,40698.0,19742.0,500.0,600.0,1600.0,2230.0,2000.0,0
50000.0,1,2,1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19193.0,19517.0,19284.0,18689.0,17961.0,17331.0,1000.0,1000.0,1200.0,1600.0,1700.0,1600.0,0
20000.0,1,2,1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.0,13059.0,12714.0,12520.0,11416.0,10085.0,1000.0,500.0,700.0,700.0,1600.0,1500.0,1
50000.0,1,2,1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,19965.0,19283.0,20683.0,21697.0,21976.0,22178.0,1000.0,1000.0,700.0,850.0,1650.0,1700.0,0
20000.0,1,2,2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,17381.0,17025.0,16600.0,15564.0,14502.0,13429.0,650.0,630.0,700.0,1300.0,1300.0,1300.0,0
50000.0,1,2,2,38.0,0.0,0.0,0.0,0.0,0.0,0.0,18642.0,18246.0,17833.0,17775.0,29248.0,42856.0,700.0,700.0,700.0,650.0,1600.0,1300.0,0
140000.0,2,2,1,34.0,0.0,0.0,0.0,0.0,0.0,0.0,137094.0,137819.0,140962.0,139418.0,136186.0,132541.0,5400.0,10100.0,5300.0,5300.0,7000.0,7000.0,0
20000.0,2,2,1,49.0,0.0,0.0,0.0,0.0,0.0,0.0,16974.0,16624.0,16300.0,15290.0,14573.0,13561.0,1425.0,617.0,594.0,1270.0,1260.0,1543.0,1
180000.0,2,2,1,34.0,0.0,0.0,0.0,0.0,0.0,0.0,129918.0,132202.0,168608.0,172308.0,173440.0,175886.0,3800.0,4816.0,4814.0,5253.0,7296.0,8083.0,0
400000.0,2,2,1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,23440.0,39276.0,89128.0,190256.0,176294.0,187790.0,52100.0,1015.0,2026.0,1502.0,44776.0,5519.0,0
50000.0,2,2,1,45.0,0.0,0.0,0.0,0.0,0.0,0.0,29523.0,28901.0,31459.0,46641.0,50103.0,48875.0,1094.0,1076.0,1100.0,1458.0,1690.0,2080.0,0
160000.0,2,2,1,42.0,0.0,0.0,0.0,0.0,0.0,0.0,111378.0,122059.0,119529.0,170142.0,169969.0,165686.0,3958.0,3986.0,4195.0,4022.0,5289.0,8450.0,1
50000.0,2,2,1,47.0,0.0,0.0,0.0,0.0,0.0,0.0,4225.0,4146.0,3913.0,3837.0,45128.0,44624.0,301.0,296.0,296.0,140.0,1064.0,2355.0,1
50000.0,2,2,1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,8738.0,8434.0,8261.0,46689.0,46078.0,44625.0,10686.0,444.0,306.0,296.0,1785.0,2174.0,0
140000.0,2,2,1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,14745.0,13437.0,14753.0,16459.0,16229.0,13859.0,1000.0,3000.0,423.0,1476.0,1286.0,5000.0,0
280000.0,2,2,1,37.0,0.0,0.0,0.0,0.0,0.0,0.0,42317.0,35759.0,35126.0,32629.0,30144.0,29078.0,1415.0,7147.0,1292.0,3000.0,3000.0,1515.0,0
300000.0,2,2,1,42.0,0.0,0.0,0.0,0.0,0.0,0.0,247383.0,241037.0,296884.0,297425.0,291482.0,281000.0,10000.0,10059.0,9000.0,13000.0,12039.0,15000.0,0
80000.0,2,2,1,47.0,0.0,0.0,0.0,0.0,0.0,0.0,28962.0,28756.0,28977.0,28009.0,27733.0,78849.0,1211.0,1046.0,1016.0,1457.0,1489.0,1433.0,0
50000.0,2,2,1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,29334.0,29119.0,28937.0,28383.0,41098.0,40544.0,1178.0,1035.0,1004.0,1432.0,1500.0,2000.0,0
80000.0,2,2,1,48.0,0.0,0.0,0.0,0.0,0.0,0.0,29395.0,30089.0,25670.0,32325.0,77757.0,79518.0,970.0,2000.0,6005.0,1002.0,1420.0,2264.0,0
240000.0,2,2,1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,179309.0,188593.0,193018.0,189190.0,185901.0,197231.0,6230.0,6600.0,6500.0,7000.0,7000.0,6702.0,0
220000.0,2,2,1,29.0,0.0,0.0,0.0,0.0,0.0,0.0,97161.0,115256.0,118866.0,131810.0,141540.0,142818.0,3314.0,3528.0,3660.0,3687.0,5042.0,5042.0,0
110000.0,2,2,1,46.0,0.0,0.0,0.0,0.0,0.0,0.0,41193.0,53539.0,55485.0,58442.0,69352.0,111301.0,2040.0,1512.0,2941.0,2000.0,3000.0,3075.0,0
50000.0,2,2,1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,30231.0,34781.0,33164.0,39776.0,42750.0,45632.0,2000.0,2000.0,2007.0,1390.0,2500.0,1837.0,0
90000.0,2,2,1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,40136.0,63868.0,69788.0,80720.0,90698.0,92481.0,93245.0,3000.0,2542.0,2100.0,3328.0,3507.0,1
270000.0,2,2,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,12702.0,14818.0,17160.0,19543.0,24181.0,26183.0,312.0,612.0,581.0,514.0,1469.0,1826.0,1
120000.0,2,2,1,42.0,0.0,0.0,0.0,0.0,0.0,0.0,71237.0,87103.0,85332.0,172957.0,95129.0,94218.0,2620.0,2702.0,3271.0,3177.0,3002.0,3415.0,0
210000.0,2,2,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,103834.0,101472.0,100399.0,96926.0,94018.0,142848.0,5000.0,4000.0,3635.0,6000.0,4415.0,5000.0,0
270000.0,2,2,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,153519.0,151716.0,156719.0,170225.0,178592.0,184560.0,4069.0,5254.0,5009.0,5072.0,6081.0,6061.0,0
80000.0,2,2,1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,27912.0,30270.0,29713.0,45867.0,64105.0,72364.0,700.0,1093.0,1023.0,1000.0,1366.0,2756.0,0
130000.0,2,2,1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,85510.0,92154.0,90235.0,88423.0,128136.0,127626.0,3100.0,3000.0,3200.0,3100.0,3100.0,5400.0,0
50000.0,2,2,1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,19761.0,15664.0,15511.0,16386.0,27856.0,23605.0,3866.0,5761.0,5664.0,5411.0,3386.0,5856.0,0
290000.0,2,2,1,31.0,0.0,0.0,0.0,0.0,0.0,0.0,197303.0,193163.0,189354.0,275169.0,274119.0,284583.0,7150.0,7000.0,6700.0,6620.0,10490.0,10000.0,0
200000.0,2,2,1,69.0,0.0,0.0,0.0,0.0,0.0,0.0,88964.0,107718.0,105090.0,102998.0,100879.0,106878.0,3303.0,3500.0,4363.0,3802.0,3800.0,4000.0,0
400000.0,2,2,1,34.0,0.0,0.0,0.0,0.0,0.0,0.0,102371.0,101154.0,98972.0,97702.0,95654.0,95390.0,2827.0,2988.0,3004.0,3000.0,3780.0,2988.0,0
80000.0,2,2,1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,47231.0,46443.0,73609.0,74170.0,82816.0,81513.0,2000.0,2000.0,1797.0,2194.0,2830.0,3612.0,0
70000.0,2,2,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,27831.0,19551.0,61902.0,67450.0,69907.0,66701.0,28000.0,24000.0,17000.0,40000.0,26017.0,53000.0,0
70000.0,2,2,1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,31275.0,31633.0,63183.0,70815.0,70722.0,69951.0,1143.0,1099.0,1081.0,2989.0,3202.0,3200.0,1
160000.0,2,2,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,51329.0,40433.0,29801.0,26919.0,18699.0,18400.0,20000.0,20000.0,15000.0,15021.0,10018.0,10000.0,0
130000.0,2,2,1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,77117.0,78774.0,81192.0,88331.0,91523.0,93797.0,3000.0,3159.0,2752.0,2733.0,2892.0,3339.0,0
50000.0,2,2,1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,49916.0,49295.0,48713.0,47612.0,47544.0,48700.0,1807.0,1401.0,1368.0,2396.0,2440.0,2401.0,0
30000.0,2,2,1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,19580.0,19535.0,22101.0,22844.0,23302.0,23134.0,0.0,500.0,391.0,442.0,1400.0,1712.0,0
50000.0,2,2,1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,23593.0,28979.0,30235.0,30220.0,33849.0,41891.0,978.0,814.0,1314.0,1450.0,2016.0,1781.0,0
20000.0,2,2,1,42.0,0.0,0.0,0.0,0.0,0.0,0.0,19871.0,19203.0,19717.0,19605.0,18621.0,19185.0,722.0,995.0,705.0,691.0,1307.0,1323.0,0
300000.0,2,2,1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10379.0,13534.0,111116.0,80813.0,79474.0,141486.0,1010.0,856.0,2011.0,30303.0,5000.0,6000.0,0
200000.0,2,2,1,37.0,0.0,0.0,0.0,0.0,0.0,0.0,151550.0,171269.0,191730.0,190569.0,189158.0,184144.0,6000.0,7000.0,9000.0,8000.0,8000.0,8017.0,0
170000.0,2,2,1,52.0,0.0,0.0,0.0,0.0,0.0,0.0,118163.0,117944.0,119844.0,169956.0,168529.0,168516.0,4144.0,4481.0,4269.0,4218.0,7333.0,6791.0,0
460000.0,2,2,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,90219.0,122830.0,121857.0,126758.0,126956.0,133102.0,3109.0,3001.0,4040.0,4407.0,5032.0,5015.0,0
150000.0,2,2,1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,60434.0,67369.0,74986.0,84302.0,93116.0,102007.0,2218.0,3000.0,3006.0,2563.0,5045.0,5000.0,1
50000.0,2,2,1,37.0,0.0,0.0,0.0,0.0,0.0,0.0,30781.0,31375.0,47494.0,51105.0,51665.0,51734.0,8000.0,1392.0,1061.0,1860.0,1680.0,2003.0,0
110000.0,2,2,1,34.0,0.0,0.0,0.0,0.0,0.0,0.0,21740.0,21465.0,20729.0,20400.0,19385.0,18328.0,732.0,709.0,1005.0,600.0,1280.0,1300.0,0
80000.0,2,2,1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,78434.0,77068.0,76908.0,74773.0,77452.0,77998.0,2700.0,4000.0,3200.0,4000.0,3500.0,3700.0,0
300000.0,2,2,1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,230338.0,296677.0,293063.0,578971.0,283547.0,286321.0,9463.0,8814.0,11238.0,10524.0,12003.0,20000.0,1
210000.0,2,2,1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,28012.0,30337.0,32331.0,34232.0,35754.0,37148.0,2000.0,1038.0,1342.0,2444.0,2000.0,2000.0,0
20000.0,2,2,1,43.0,0.0,0.0,0.0,0.0,0.0,0.0,12882.0,16499.0,16174.0,16432.0,17770.0,16510.0,544.0,467.0,529.0,1204.0,1286.0,1558.0,1
60000.0,2,2,1,37.0,0.0,0.0,0.0,0.0,0.0,0.0,26598.0,28455.0,31373.0,35189.0,37606.0,38670.0,1039.0,1006.0,937.0,1420.0,1674.0,1606.0,0
50000.0,2,2,1,42.0,0.0,0.0,0.0,0.0,0.0,0.0,29125.0,27557.0,44751.0,28868.0,40937.0,47867.0,1214.0,2003.0,977.0,31000.0,1840.0,2083.0,0
210000.0,2,2,1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,71844.0,71172.0,70660.0,90031.0,89755.0,88309.0,2700.0,2600.0,2900.0,3100.0,3600.0,4500.0,0
380000.0,2,2,1,45.0,0.0,0.0,0.0,0.0,0.0,0.0,245499.0,240452.0,237118.0,230898.0,225537.0,220208.0,9133.0,9087.0,8768.0,10068.0,9000.0,9000.0,0
80000.0,2,2,1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,29621.0,29212.0,40498.0,79757.0,78746.0,77039.0,359.0,1307.0,798.0,1612.0,2449.0,2984.0,1
10000.0,2,2,1,29.0,0.0,0.0,0.0,0.0,0.0,0.0,9731.0,8956.0,8777.0,7447.0,6512.0,6176.0,273.0,1000.0,400.0,1500.0,1200.0,1265.0,0
80000.0,2,2,1,49.0,0.0,0.0,0.0,0.0,0.0,0.0,78343.0,81253.0,81974.0,82265.0,83503.0,83888.0,3300.0,3800.0,3200.0,3500.0,3000.0,3900.0,0
50000.0,2,2,1,28.0,0.0,0.0,0.0,0.0,0.0,0.0,17964.0,17365.0,18325.0,17366.0,16327.0,15314.0,1000.0,862.0,605.0,1267.0,1308.0,1269.0,0
360000.0,2,2,1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,12375.0,12918.0,48307.0,20067.0,18369.0,16557.0,1000.0,1000.0,1066.0,29079.0,2000.0,3000.0,0
260000.0,2,2,1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,71377.0,70166.0,69033.0,67768.0,67134.0,66433.0,2050.0,2827.0,2599.0,2429.0,2496.0,2400.0,0
470000.0,2,2,1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,244328.0,239502.0,234639.0,230011.0,225519.0,218675.0,8751.0,6960.0,6882.0,6671.0,8000.0,8717.0,0
30000.0,2,2,1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3396.0,16340.0,16013.0,11013.0,7427.0,4527.0,1680.0,3396.0,327.0,5000.0,6000.0,3000.0,0
70000.0,2,2,1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,47884.0,46900.0,45965.0,43705.0,42652.0,41659.0,1770.0,1739.0,1700.0,3000.0,1740.0,1687.0,0
140000.0,2,2,1,46.0,0.0,0.0,0.0,0.0,0.0,0.0,54312.0,88948.0,86676.0,85862.0,83206.0,82497.0,1946.0,2104.0,3707.0,3140.0,3997.0,2978.0,0
290000.0,2,2,1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,220695.0,218834.0,275889.0,284434.0,283149.0,284054.0,8001.0,8002.0,8010.0,9019.0,11019.0,10222.0,0
420000.0,2,2,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,258353.0,249697.0,277995.0,411394.0,412684.0,405779.0,35000.0,13000.0,99000.0,182781.0,15000.0,16000.0,0
380000.0,2,2,1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,163860.0,264550.0,261213.0,258979.0,270405.0,268755.0,7505.0,7500.0,10500.0,11003.0,10009.0,11035.0,0
60000.0,2,2,1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,25941.0,25408.0,24914.0,30389.0,29510.0,28768.0,946.0,941.0,908.0,1500.0,1403.0,1524.0,0
120000.0,2,2,2,37.0,0.0,0.0,0.0,0.0,0.0,0.0,103379.0,101541.0,99927.0,99051.0,96916.0,93822.0,3900.0,3751.0,3600.0,3625.0,4877.0,4848.0,0
110000.0,2,2,2,52.0,0.0,0.0,0.0,0.0,0.0,0.0,42890.0,42013.0,41346.0,40331.0,39295.0,38298.0,1714.0,1706.0,1653.0,1986.0,1971.0,1935.0,0
360000.0,2,2,2,34.0,0.0,0.0,0.0,0.0,0.0,0.0,222172.0,218771.0,215020.0,211278.0,207315.0,205363.0,7971.0,7803.0,7766.0,8000.0,8000.0,8000.0,0
20000.0,2,2,2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,18902.0,19433.0,18904.0,18606.0,18545.0,18825.0,822.0,698.0,830.0,1301.0,1613.0,1300.0,1
80000.0,2,2,2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,80288.0,93523.0,89008.0,87061.0,85894.0,81003.0,1570.0,3288.0,19523.0,3508.0,3491.0,8213.0,1
100000.0,2,2,2,26.0,0.0,0.0,0.0,0.0,0.0,0.0,69865.0,76008.0,84536.0,87486.0,82569.0,98542.0,2731.0,2896.0,2689.0,2745.0,8003.0,3326.0,0
150000.0,2,2,2,31.0,0.0,0.0,0.0,0.0,0.0,0.0,36730.0,35808.0,35592.0,37713.0,138979.0,138363.0,1500.0,1500.0,1300.0,2000.0,2000.0,6000.0,0
350000.0,2,2,2,33.0,0.0,0.0,0.0,0.0,0.0,0.0,215024.0,194678.0,182381.0,177483.0,338272.0,293303.0,8110.0,30050.0,15036.0,8000.0,10000.0,50070.0,0
150000.0,2,2,2,26.0,0.0,0.0,0.0,0.0,0.0,0.0,148958.0,150713.0,151855.0,151632.0,149027.0,153070.0,5300.0,5400.0,5480.0,7000.0,6000.0,6000.0,0
500000.0,2,2,2,37.0,0.0,0.0,0.0,0.0,0.0,0.0,38981.0,35559.0,30757.0,33040.0,29550.0,51652.0,5000.0,5000.0,5300.0,3000.0,4000.0,5300.0,0
100000.0,2,2,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,81151.0,80849.0,98259.0,98858.0,98734.0,101556.0,2849.0,2903.0,2994.0,3246.0,6006.0,3481.0,0
230000.0,2,2,2,30.0,0.0,0.0,0.0,0.0,0.0,0.0,64927.0,64473.0,64096.0,63741.0,63056.0,62988.0,2333.0,2345.0,2280.0,2284.0,2303.0,2847.0,0
220000.0,2,2,2,52.0,0.0,0.0,0.0,0.0,0.0,0.0,131520.0,127890.0,124683.0,125917.0,125718.0,127624.0,3736.0,6000.0,8000.0,5000.0,5600.0,6046.0,0
230000.0,2,2,2,38.0,0.0,0.0,0.0,0.0,0.0,0.0,115625.0,113365.0,111039.0,108719.0,106549.0,104364.0,4084.0,4300.0,4267.0,4123.0,3941.0,3867.0,0
420000.0,2,2,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,164037.0,175684.0,198925.0,203118.0,205003.0,211688.0,6000.0,6000.0,5900.0,8000.0,8839.0,7300.0,0
30000.0,2,2,2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,29369.0,29863.0,23631.0,24084.0,26260.0,25416.0,500.0,1100.0,8500.0,1563.0,1602.0,1389.0,0
30000.0,2,2,2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6718.0,27546.0,29639.0,29500.0,27889.0,23729.0,0.0,0.0,551.0,1200.0,2061.0,10000.0,1
260000.0,2,2,2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,56728.0,53835.0,50998.0,48663.0,60386.0,68411.0,3000.0,3805.0,3835.0,4000.0,4000.0,2500.0,0
